2.400000000000000000e+01,8.448826681867795951e-01,6.385576499999999811e+01,3.708593750000000000e+03,3.693000000000000000e+03
3.499999999999999556e+00,1.456776706723170101e+01,4.824809900000000340e+01,3.779203125000000000e+03,3.693000000000000000e+03
7.999999999999999112e+00,7.511641165896849159e+00,6.191109600000000057e+01,3.843101562500000000e+03,3.695000000000000000e+03
3.450000000000000000e+01,5.170768775423377761e-01,7.122817100000000323e+01,3.842285156250000000e+03,3.724000000000000000e+03
3.300000000000000000e+01,8.895235738424207561e-01,9.554927100000000451e+01,3.848667968750000000e+03,3.724000000000000000e+03
1.599999999999999822e+01,7.250212068703009827e+00,1.278252190000000041e+02,3.815199218750000000e+03,3.728000000000000000e+03
7.400000000000000000e+01,2.125479736717675039e-01,1.461559230000000014e+02,3.949957031250000000e+03,3.786000000000000000e+03
3.550000000000000000e+01,7.115178083657702768e-01,1.976408230000000117e+02,3.985898437500000000e+03,3.788000000000000000e+03
2.750000000000000355e+01,1.327087704704937421e+00,2.490727819999999895e+02,3.953757812500000000e+03,3.794000000000000000e+03
9.600000000000000000e+01,1.042894588136314832e-01,3.506449230000000057e+02,3.909011718750000000e+03,3.910000000000000000e+03
9.150000000000000000e+01,1.333705401574895311e-01,4.745704870000000142e+02,4.148546875000000000e+03,3.913000000000000000e+03
4.100000000000000000e+01,9.073808261902046590e-01,5.407674510000000510e+02,4.182125000000000000e+03,3.923000000000000000e+03
9.500000000000000000e+01,1.000360089617858828e-01,4.974991899999999987e+02,4.068269531250000000e+03,4.035000000000000000e+03
8.750000000000000000e+01,1.441750344895517677e-01,6.528150379999999586e+02,4.379562500000000000e+03,4.038000000000000000e+03
8.050000000000000000e+01,1.948915532772992898e-01,7.508932230000000345e+02,4.373535156250000000e+03,4.055000000000000000e+03
