7.249999999999999112e+00,1.408768173109432973e+04,2.000000000000000000e+00
9.090000000000001634e+00,1.493897429002524768e+04,2.000000000000000000e+00
1.237500000000000000e+01,1.293661060802069915e+04,2.000000000000000000e+00
1.610999999999999943e+01,1.025304515441086005e+04,2.000000000000000000e+00
1.992000000000000171e+01,8.666788001698691005e+03,2.000000000000000000e+00
2.401499999999999702e+01,7.117336408022661999e+03,2.000000000000000000e+00
2.775000000000000355e+01,5.751456556372902014e+03,2.000000000000000000e+00
3.142000000000000171e+01,4.797888928871296230e+03,2.000000000000000000e+00
3.516499999999999915e+01,4.008160615012164726e+03,2.000000000000000000e+00
3.863500000000000512e+01,3.427192717900913067e+03,2.000000000000000000e+00
4.155499999999999972e+01,2.722533044744830477e+03,2.000000000000000000e+00
4.440500000000000114e+01,2.395972848835677269e+03,2.000000000000000000e+00
4.719999999999999574e+01,1.919024828343229274e+03,2.000000000000000000e+00
4.995000000000000284e+01,1.756348761686305807e+03,2.000000000000000000e+00
5.256499999999999773e+01,1.474126138025378623e+03,2.000000000000000000e+00
5.491500000000000625e+01,1.309845189397065042e+03,2.000000000000000000e+00
5.705500000000001393e+01,1.099533028322871360e+03,2.000000000000000000e+00
5.916000000000000369e+01,9.181539229962667150e+02,2.000000000000000000e+00
6.108500000000000085e+01,8.867732449870709388e+02,2.000000000000000000e+00
6.288500000000000512e+01,8.223271694429802210e+02,2.000000000000000000e+00
6.461499999999999488e+01,7.533370949965610635e+02,2.000000000000000000e+00
6.616499999999999204e+01,6.661852368022042583e+02,2.000000000000000000e+00
6.767000000000000171e+01,6.744698329877800234e+02,2.000000000000000000e+00
6.907999999999999829e+01,6.391348670439692796e+02,2.000000000000000000e+00
7.045999999999999375e+01,5.572374840281805746e+02,2.000000000000000000e+00
7.183999999999998920e+01,5.291050082963664636e+02,2.000000000000000000e+00
7.304500000000000171e+01,5.064829821717990512e+02,2.000000000000000000e+00
7.415499999999998693e+01,4.654475045032045841e+02,2.000000000000000000e+00
7.542000000000001592e+01,4.410849454620519055e+02,2.000000000000000000e+00
7.641500000000000625e+01,4.093867468409671915e+02,2.000000000000000000e+00
7.742000000000000171e+01,3.821969598525025162e+02,2.000000000000000000e+00
7.837500000000000000e+01,3.589099760463481630e+02,2.000000000000000000e+00
7.927000000000001023e+01,2.963093778066053687e+02,2.000000000000000000e+00
8.012000000000000455e+01,2.863021868047330258e+02,2.000000000000000000e+00
8.094499999999999318e+01,2.796537886097011665e+02,2.000000000000000000e+00
8.179999999999999716e+01,2.505136155402614406e+02,2.000000000000000000e+00
8.248000000000000398e+01,2.522867268925540998e+02,2.000000000000000000e+00
8.317999999999999261e+01,2.366095554295741294e+02,2.000000000000000000e+00
8.376500000000000057e+01,2.258862477515847900e+02,2.000000000000000000e+00
8.452000000000001023e+01,2.178743222474520849e+02,2.000000000000000000e+00
8.521500000000000341e+01,2.105678087303098209e+02,2.000000000000000000e+00
8.582499999999998863e+01,1.986723521395919363e+02,2.000000000000000000e+00
8.633499999999999375e+01,1.731866534744619628e+02,2.000000000000000000e+00
8.689000000000001478e+01,1.859319775297486501e+02,2.000000000000000000e+00
8.750499999999999545e+01,1.802371416119617038e+02,2.000000000000000000e+00
8.803000000000000114e+01,1.507792800922648553e+02,2.000000000000000000e+00
8.856000000000000227e+01,8.575194551870194459e+01,2.000000000000000000e+00
8.898499999999998522e+01,1.229271864167425719e+02,2.000000000000000000e+00
8.948499999999998522e+01,1.339185574292993692e+02,2.000000000000000000e+00
8.994000000000001194e+01,1.428651637156200422e+02,2.000000000000000000e+00
9.032500000000000284e+01,1.405789208655950233e+02,2.000000000000000000e+00
