1.720000000000000417e+00,1.117443289753045065e+04,8.000000000000000000e+00
4.860000000000000320e+00,4.280345509489526194e+03,8.000000000000000000e+00
8.835000000000000853e+00,1.894326869890053104e+03,8.000000000000000000e+00
1.305000000000000071e+01,7.454731145121252212e+02,8.000000000000000000e+00
1.741000000000000014e+01,4.982074495963523191e+02,8.000000000000000000e+00
2.160500000000000043e+01,3.618857577326843966e+02,8.000000000000000000e+00
2.554500000000000171e+01,2.732863171553299253e+02,8.000000000000000000e+00
2.913499999999999801e+01,2.133397505930311695e+02,8.000000000000000000e+00
3.251500000000000057e+01,1.710697453062310842e+02,8.000000000000000000e+00
3.589000000000000057e+01,1.389410110654010566e+02,8.000000000000000000e+00
3.923500000000000654e+01,1.153013545026620221e+02,8.000000000000000000e+00
4.242500000000000426e+01,9.748333132517670663e+01,8.000000000000000000e+00
4.548500000000000654e+01,8.349840968928906193e+01,8.000000000000000000e+00
4.835000000000000142e+01,7.157348216800372143e+01,8.000000000000000000e+00
5.098000000000000398e+01,6.217851376688255272e+01,8.000000000000000000e+00
5.369499999999999318e+01,5.455330526202089203e+01,8.000000000000000000e+00
5.593500000000000938e+01,4.821464078067603509e+01,8.000000000000000000e+00
5.821000000000000796e+01,4.281544428430516547e+01,8.000000000000000000e+00
6.032000000000000739e+01,3.853259998602807457e+01,8.000000000000000000e+00
6.242499999999999716e+01,3.451567109837529301e+01,8.000000000000000000e+00
6.435999999999999943e+01,3.115701092723108445e+01,8.000000000000000000e+00
6.625499999999999545e+01,2.832157322487530138e+01,8.000000000000000000e+00
6.815999999999999659e+01,2.570013595371919379e+01,8.000000000000000000e+00
6.993999999999999773e+01,2.341248430924567359e+01,8.000000000000000000e+00
7.156999999999999318e+01,2.158052809667144345e+01,8.000000000000000000e+00
7.293999999999999773e+01,1.990446097585122942e+01,8.000000000000000000e+00
7.435499999999998977e+01,1.836674019913550282e+01,8.000000000000000000e+00
7.575499999999999545e+01,1.647839306138370929e+01,8.000000000000000000e+00
7.710500000000000398e+01,1.572229298826296251e+01,8.000000000000000000e+00
7.821999999999998465e+01,1.448760632363733514e+01,8.000000000000000000e+00
7.932999999999999829e+01,1.355147485714916122e+01,8.000000000000000000e+00
8.062999999999999545e+01,1.264954657637049351e+01,8.000000000000000000e+00
8.180499999999999261e+01,1.182293578841797022e+01,8.000000000000000000e+00
8.282999999999999829e+01,1.115645067874841878e+01,8.000000000000000000e+00
8.383999999999997499e+01,1.046014917992796533e+01,8.000000000000000000e+00
8.479999999999999716e+01,9.858037458551018872e+00,8.000000000000000000e+00
8.560999999999998522e+01,9.289540581125789842e+00,8.000000000000000000e+00
8.652000000000001023e+01,8.357916473055531981e+00,8.000000000000000000e+00
8.726000000000001933e+01,7.887996196471338095e+00,8.000000000000000000e+00
8.796499999999998920e+01,7.464811587334406973e+00,8.000000000000000000e+00
8.873499999999998522e+01,7.085556349877912830e+00,8.000000000000000000e+00
8.937000000000000455e+01,6.687588117332930793e+00,8.000000000000000000e+00
8.996999999999999886e+01,6.444590087884037644e+00,8.000000000000000000e+00
9.056000000000000227e+01,6.345180483265442817e+00,8.000000000000000000e+00
9.112000000000000455e+01,6.037643694108626669e+00,8.000000000000000000e+00
9.161999999999999034e+01,5.480130479933880139e+00,8.000000000000000000e+00
9.212999999999999545e+01,5.194625798065945155e+00,8.000000000000000000e+00
1.704999999999999849e+00,2.205703950415775125e+03,1.600000000000000000e+01
5.440000000000000391e+00,1.548757199785032526e+03,1.600000000000000000e+01
9.880000000000000782e+00,9.254469214545433715e+02,1.600000000000000000e+01
1.462500000000000000e+01,5.855589452912277011e+02,1.600000000000000000e+01
1.937999999999999901e+01,3.976857868690516398e+02,1.600000000000000000e+01
2.402499999999999858e+01,2.920990706575967693e+02,1.600000000000000000e+01
2.852499999999999858e+01,2.295066616603613454e+02,1.600000000000000000e+01
3.278499999999999659e+01,1.824707303263251958e+02,1.600000000000000000e+01
3.657000000000000028e+01,1.470336764462195731e+02,1.600000000000000000e+01
4.037000000000000455e+01,1.198682312507506680e+02,1.600000000000000000e+01
4.384000000000000341e+01,9.969788549757669216e+01,1.600000000000000000e+01
4.721000000000000085e+01,8.667597797806092785e+01,1.600000000000000000e+01
5.050999999999999801e+01,7.472428048177134485e+01,1.600000000000000000e+01
5.342999999999999972e+01,6.427845632973100010e+01,1.600000000000000000e+01
5.643999999999999773e+01,5.600595858594586929e+01,1.600000000000000000e+01
5.906500000000001194e+01,4.929675711142694183e+01,1.600000000000000000e+01
6.154500000000000171e+01,4.380242931777191018e+01,1.600000000000000000e+01
6.401500000000000057e+01,3.873806567357245001e+01,1.600000000000000000e+01
6.642499999999999716e+01,3.467194549348268140e+01,1.600000000000000000e+01
6.866499999999999204e+01,3.096161481168975627e+01,1.600000000000000000e+01
7.059500000000001307e+01,2.793585748332341367e+01,1.600000000000000000e+01
7.243500000000000227e+01,2.534941571244494796e+01,1.600000000000000000e+01
7.409499999999999886e+01,2.289208533620003294e+01,1.600000000000000000e+01
7.568499999999998806e+01,2.115990069320046274e+01,1.600000000000000000e+01
7.717500000000001137e+01,1.936356980576596953e+01,1.600000000000000000e+01
7.856499999999999773e+01,1.786359927230842004e+01,1.600000000000000000e+01
7.980499999999999261e+01,1.678547340817606681e+01,1.600000000000000000e+01
8.091000000000001080e+01,1.517565663207228965e+01,1.600000000000000000e+01
8.204500000000000171e+01,1.415592067135303189e+01,1.600000000000000000e+01
8.322500000000000853e+01,1.319742118694729172e+01,1.600000000000000000e+01
8.439999999999999147e+01,1.232916873329220486e+01,1.600000000000000000e+01
8.541499999999999204e+01,1.141121750981033856e+01,1.600000000000000000e+01
8.637999999999999545e+01,1.060367383154433263e+01,1.600000000000000000e+01
